HPO_ID,Description,Depth
HP:0006489,Abnormality of the femoral metaphysis,8
HP:0010445,Primum atrial septal defect,8
HP:0003355,Aminoaciduria,8
HP:0032669,Myoclonic status epilepticus with coma,8
HP:0009140,Synostosis involving bones of the feet,8
HP:0002153,Hyperkalemia,8
HP:0008366,Contractures involving the joints of the feet,8
HP:0032787,Focal impaired awareness sensory seizure,8
HP:0007413,Nevus flammeus of the forehead,8
HP:0031291,Ichthyosis follicularis,8
HP:0007814,Retinal pigment epithelial mottling,8
HP:0002301,Hemiplegia,8
HP:0003683,Large beaked nose,8
HP:0002786,Tracheobronchomalacia,8
HP:0200105,Absent fifth toenail,8
HP:0032027,Retinal dots,8
HP:0030045,Serpentine fibula,8
HP:0030671,Abnormal common tendinous ring morphology,8
HP:0410147,Eosinophilic infiltration in the stomach mucosa,8
HP:0410360,Increased core 1 O-glycan level,8
HP:0010789,Abnormality of the Leydig cells,8
HP:0005295,Pseudocoarctation of the aorta,8
HP:0011246,Underdeveloped superior crus of antihelix,8
HP:0003234,Decreased plasma carnitine,8
HP:0005336,Forehead hyperpigmentation,8
HP:0000979,Purpura,8
HP:0003796,Irregular iliac crest,8
HP:0012427,Excessive femoral anteversion,8
HP:0002346,Head tremor,8
HP:0002914,Hyperchloriduria,8
HP:0006641,Prominent floating ribs,8
HP:0010910,Hypervalinemia,8
HP:0031270,Decreased CD25 upregulation upon TCR activation,8
HP:0001845,Overlapping toe,8
HP:0011178,Alpha-EEG,8
HP:0011164,Vegetative auras,8
HP:0000492,Abnormal eyelid morphology,8
HP:0007115,Orbital encephalocele,8
HP:0011950,Bronchiolitis,8
HP:0006957,Loss of ability to walk,8
HP:0005758,Basilar impression,8
HP:0010795,Cerebellar glioma,8
HP:0011259,Expanded terminal portion of crus of helix,8
HP:0011218,Abnormal shape of the frontal region,8
HP:0100015,Stahl ear,8
HP:0200124,Chronic hepatitis due to cryptosporidium infection,8
HP:0030185,Isometric tremor,8
HP:0000034,Hydrocele testis,8
HP:0032736,Focal emotional seizure with anger,8
HP:0004502,Bilateral choanal atresia,8
HP:0009720,Adenoma sebaceum,8
HP:0012366,Basilar invagination,8
HP:0030911,Bifid clitoris,8
HP:0500230,Increased CSF glycine concentration,8
HP:0032587,Renal interstitial calcium oxalate,8
HP:0002997,Abnormality of the ulna,8
HP:0000802,Impotence,8
HP:0007766,Optic disc hypoplasia,8
HP:0011739,Dexamethasone-suppressible primary hyperaldosteronism,8
HP:0012161,External carotid artery dissection,8
HP:0005238,Discrete intestinal polyps,8
HP:0011833,Overhanging nasal tip,8
HP:0006462,Generalized bone demineralization,8
HP:0000267,Cranial asymmetry,8
HP:0011682,Perimembranous ventricular septal defect,8
HP:0011177,EEG with 4-5/second background activity,8
HP:0031232,Increased incisura width,8
HP:0008742,Prominent prostate median bar,8
HP:0012122,Anterior uveitis,8
HP:0005557,Abnormality of the zygomatic arch,8
HP:0006437,Disproportionate prominence of the femoral medial condyle,8
HP:0012002,Experiential auras,8
HP:0045086,Knee joint hypermobility,8
HP:0025347,Decreased circulating beta-2-microglobulin level,8
HP:0011587,Abnormal branching pattern of the aortic arch,8
HP:0002538,Abnormality of the cerebral cortex,8
HP:0032739,Focal emotional seizure with fear/anxiety/panic,8
HP:0500234,Decreased CSF alanine concentration,8
HP:0004611,Anterior concavity of thoracic vertebrae,8
HP:0005652,Cortical sclerosis,8
HP:0011256,Crus of helix connected to antihelix,8
HP:0012619,Multiple bladder diverticula,8
HP:0025536,V-sign,8
HP:0031204,Bacterial cell casts,8
HP:0007769,Peripheral retinal degeneration,8
HP:0002691,Platybasia,8
HP:0200120,Chronic active hepatitis,8
HP:0012369,Abnormality of malar bones,8
HP:0100951,Enlarged fossa interpeduncularis,8
HP:0000114,Proximal tubulopathy,8
HP:0006643,Fused sternal ossification centers,8
HP:0010625,Anterior pituitary dysgenesis,8
HP:0031752,Lateral rectus muscle overaction,8
HP:0007035,Anterior encephalocele,8
HP:0002179,Opisthotonus,8
HP:0003345,Elevated urinary norepinephrine,8
HP:0001269,Hemiparesis,8
HP:0012492,Cerebral artery stenosis,8
HP:0010923,Anterior subcapsular cataract,8
HP:0032891,Focal aware motor seizure with version,8
HP:0012121,Panuveitis,8
HP:0100859,Dilatation of superior mesenteric artery,8
HP:0031231,Narrow incisura width,8
HP:0100818,Long thorax,8
HP:0003177,Squared iliac bones,8
HP:0031195,Apical hypertrabeculation of the left ventricle,8
HP:0200111,Absent stapes head,8
HP:0011681,Subarterial ventricular septal defect,8
HP:0005580,Duplication of renal pelvis,8
HP:0011550,Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection,8
HP:0025626,Increased circulating oleate level,8
HP:0000049,Shawl scrotum,8
HP:0006716,Hereditary nonpolyposis colorectal carcinoma,8
HP:0040107,Morphological abnormality of the posterior semicircular canal,8
HP:0100018,Nuclear cataract,8
HP:0031017,Swiss cheese atrial septal defect,8
HP:0031743,Inferior rectus muscle overaction,8
HP:0025585,Hyperphoria,8
HP:0012046,Areflexia of upper limbs,8
HP:0032740,Focal aware autonomic seizure,8
HP:0006498,Aplasia/Hypoplasia of the patella,8
HP:0008706,Distal urethral duplication,8
HP:0011473,Villous atrophy,8
HP:0100952,Enlarged sylvian cistern,8
HP:0007581,"Mediosternal, longitudinal streak of hypopigmentation",8
HP:0012553,Hypoplastic thumbnail,8
HP:0031942,Congenital absence of portal vein,8
HP:0002245,Meckel diverticulum,8
HP:0004450,Preauricular skin furrow,8
HP:0031655,Quadricuspid aortic valve,8
HP:0012506,Small pituitary gland,8
HP:0008059,Aplasia/Hypoplasia of the macula,8
HP:0007420,Spontaneous hematomas,8
HP:0008684,Aplasia/hypoplasia of the uterus,8
HP:0045035,Decreased urinary copper concentration,8
HP:0005191,Congenital knee dislocation,8
HP:0500201,Decreased CSF glutamate concentration,8
HP:0004499,Chronic rhinitis due to narrow nasal airway,8
HP:0011449,Knee clonus,8
HP:0012846,Multiple trichilemmomata,8
HP:0006984,Distal sensory loss of all modalities,8
HP:0040319,Dark urine,8
HP:0011345,Moderate expressive language delay,8
HP:0005235,Jejunal atresia,8
HP:0008094,Widely spaced toes,8
HP:0100579,Mucosal telangiectasiae,8
HP:0006813,Focal hemiclonic seizure,8
HP:0030777,Modic type II vertebral endplate changes,8
HP:0002938,Lumbar hyperlordosis,8
HP:0031846,Femur fracture,8
HP:0001920,Renal artery stenosis,8
HP:0002563,Constrictive pericarditis,8
HP:0004053,Dysharmonic maturation of the hand bones,8
HP:0031491,Continuous spike and waves during slow sleep,8
HP:0031776,Cyclotropia,8
HP:0025418,Renal cortical necrosis,8
HP:0030713,Vein of Galen aneurysmal malformation,8
HP:0500217,Increased CSF aspartate concentration,8
HP:0010761,Broad columella,8
HP:0001047,Atopic dermatitis,8
HP:0012655,Elevated CSF dopamine level,8
HP:0010633,Partial anosmia,8
HP:0011740,Glucocortocoid-insensitive primary hyperaldosteronism,8
HP:0041247,Fractured tarsal bone,8
HP:0000046,Scrotal hypoplasia,8
HP:0005297,Premature occlusive vascular stenosis,8
HP:0025490,Myocardial bridging,8
HP:0500027,Aplastic colon,8
HP:0030507,Retinal crystals,8
HP:0001912,Abnormal basophil morphology,8
HP:0030634,Perifoveal ring of hyperautofluorescence surrounded by abnormal autofluorescence,8
HP:0012162,Common carotid artery dissection,8
HP:0030912,Duplicated clitoris,8
HP:0001634,Mitral valve prolapse,8
HP:0010628,Facial palsy,8
HP:0011272,Underdeveloped tragus,8
HP:0100894,Broad xiphoid process,8
HP:0002280,Enlarged cisterna magna,8
HP:0012873,Absent vas deferens,8
HP:0200107,Shortened inner dynein arms,8
HP:0004771,Premature graying of body hair,8
HP:0012849,Small intestinal bleeding,8
HP:0002372,Normal interictal EEG,8
HP:0004496,Posterior choanal atresia,8
HP:0004239,Proximally placed carpal bones,8
HP:0003348,Hyperalaninemia,8
HP:0032681,Focal aware cognitive seizure,8
HP:0000326,Abnormality of the maxilla,8
HP:0001327,Photosensitive myoclonic seizure,8
HP:0012231,Exudative retinal detachment,8
HP:0007471,Axillary and groin hyperpigmentation and hypopigmentation,8
HP:0010728,Aplasia of the retina,8
HP:0040205,Decreased CSF neopterin level,8
HP:0005776,Carpal bone malsegmentation,8
HP:0032685,Focal cognitive seizure with auditory agnosia,8
HP:0010993,Abnormality of the cerebral subcortex,8
HP:0006369,Irregular patellae,8
HP:0025038,Intratesticular abscess,8
HP:0003639,Elevated urinary epinephrine,8
HP:0100020,Posterior capsular cataract,8
HP:0031005,Hyperalgesia,8
HP:0004845,Acute monocytic leukemia,8
HP:0012396,Biliary dyskinesia,8
HP:0006200,Widened distal phalanges,8
HP:0006492,Aplasia/Hypoplasia of the fibula,8
HP:0031805,Intraretinal hemorrhage,8
HP:0100958,Narrow foramen obturatorium,8
HP:0003861,Broad diaphyses of the upper limbs,8
HP:0031297,Unroofed coronary sinus,8
HP:0004150,Abnormal 3rd finger morphology,8
HP:0030296,Metaphyseal chondromatosis of radius,8
HP:3000029,Abnormality of depressor labii inferioris,8
HP:0005506,Chronic myelogenous leukemia,8
HP:0010765,Palmar hyperkeratosis,8
HP:0001677,Coronary artery atherosclerosis,8
HP:0004724,Calcium nephrolithiasis,8
HP:0007754,Macular dystrophy,8
HP:0012651,Abasia,8
HP:0011309,Tapered toe,8
HP:0002900,Hypokalemia,8
HP:0020120,Retinal nerve fiber edema,8
HP:0007490,Linear arrays of macular hyperkeratoses in flexural areas,8
HP:0000174,Abnormal palate morphology,8
HP:0410346,Increased urinary galactosylated oligosaccharide,8
HP:0012354,Increased fucosylation of N-linked protein glycosylation,8
HP:0010839,Increased urinary copper concentration,8
HP:0011260,Darwin notch of helix,8
HP:0031174,Double-layered patella,8
HP:0031676,Monomorphic ventricular tachycardia,8
HP:0004618,Sandwich appearance of vertebral bodies,8
HP:0025023,Rectal atresia,8
HP:0030613,Abnormal foveal morphology on macular OCT,8
HP:0010661,Absence of the third cerebral ventricle,8
HP:0032644,Renal interstitial deposits,8
HP:0000399,Prelingual sensorineural hearing impairment,8
HP:0008555,Absent vestibular function,8
HP:0007936,Restrictive external ophthalmoplegia,8
HP:0000584,Punctate corneal epithelial erosions,8
HP:0011640,Single coronary artery origin,8
HP:0010733,Naevus flammeus of the eyelid,8
HP:0009715,Papillary cystadenoma of the epididymis,8
HP:0000495,Recurrent corneal erosions,8
HP:0000580,Pigmentary retinopathy,8
HP:0002378,Hand tremor,8
HP:0002661,Painless fractures due to injury,8
HP:0006366,Adductor longus contractures,8
HP:0005231,Chronic gastritis,8
HP:0030959,Muscular ventricular septal aneurysm,8
HP:0012350,Decreased sialylation of N-linked protein glycosylation,8
HP:0012174,Glioblastoma multiforme,8
HP:0012168,Head-banging,8
HP:0005474,Decreased calvarial ossification,8
HP:0000437,Depressed nasal tip,8
HP:0032309,Abnormal granulocyte count,8
HP:0032862,Status epilepticus with ictal paresis,8
HP:0003212,Increased circulating IgE level,8
HP:0011211,EEG with photoparoxysmal response grade I,8
HP:0008438,Vertebral arch anomaly,8
HP:0031263,Abnormal renal corpuscle morphology,8
HP:0002888,Ependymoma,8
HP:0007456,Progressive reticulate hyperpigmentation,8
HP:0007939,Blue cone monochromacy,8
HP:0008261,Pancreatic islet cell adenoma,8
HP:0000396,Overfolded helix,8
HP:0031235,Predominantly epidermal neutrophilic infiltrate,8
HP:0001852,Sandal gap,8
HP:0001397,Hepatic steatosis,8
HP:0040035,Abnormality of the fourth metatarsal bone,8
HP:0011685,Infra-aortic superior vena cava,8
HP:0001879,Abnormal eosinophil morphology,8
HP:0030043,Hip subluxation,8
HP:0030717,Meconium peritonitis,8
HP:0031008,Lingual dystonia,8
HP:0006873,Symmetrical progressive peripheral demyelination,8
HP:0000128,Renal potassium wasting,8
HP:0500213,Decreased CSF threonine concentration,8
HP:0100558,Hemiatrophy of upper limb,8
HP:0012238,Increased circulating chylomicron concentration,8
HP:0040208,Elevated CSF biopterin level,8
HP:0000548,Cone/cone-rod dystrophy,8
HP:0025172,Smooth septal thickening on pulmonary HRCT,8
HP:0004333,Bone-marrow foam cells,8
HP:0500156,Hyperasparaginemia,8
HP:0500089,Optic nerve sheath meningioma,8
HP:0007027,Poorly formed metencephalon,8
HP:0005366,Recurrent streptococcus pneumoniae infections,8
HP:0030444,Anal margin melanoma,8
HP:0010532,Paroxysmal vertigo,8
HP:0100807,Long fingers,8
HP:0007787,Posterior subcapsular cataract,8
HP:0007831,Nonprogressive restrictive external ophthalmoplegia,8
HP:0001051,Seborrheic dermatitis,8
HP:0010844,EEG with multifocal slow activity,8
HP:0032275,Recurrent shingles,8
HP:0011212,EEG with photoparoxysmal response grade II,8
HP:0012414,Duodenal atrophy,8
HP:0030389,Abnormal circulating thromboxane concentration,8
HP:0500194,Decreased CSF isoleucine concentration,8
HP:0010443,Bifid femur,8
HP:0030323,Unilateral vertebral artery hypoplasia,8
HP:0003781,Excessive salivation,8
HP:0011102,Ileal atresia,8
HP:0006383,Progressive bowing of long bones,8
HP:0006751,Paraspinal neurofibromas,8
HP:0003966,Sclerotic foci in forearm bones,8
HP:0010479,Patent urachus,8
HP:0010504,Increased length of the tibia,8
HP:0200023,Priapism,8
HP:0100860,Dilatation of Inferior mesenteric artery,8
HP:0006655,Rib segmentation abnormalities,8
HP:0001746,Asplenia,8
HP:0000877,Insulin-resistant diabetes mellitus at puberty,8
HP:0500159,Increased level of circulating aspartic acid,8
HP:0030746,Intraventricular hemorrhage,8
HP:0002504,Calcification of the small brain vessels,8
HP:0040089,Abnormal natural killer cell count,8
HP:0500208,Increased CSF lysine concentration,8
HP:0012192,Cutaneous T-cell lymphoma,8
HP:0030590,Abnormal Amsler grid test,8
HP:0100339,Abnormality of the os naviculare pedis,8
HP:0010770,Pilonidal fistula,8
HP:0008011,Peripheral opacification of the cornea,8
HP:0031813,Colonic eosinophilia,8
HP:0500190,Decreased CSF leucine concentration,8
HP:0011275,Recurrent mycobacterium avium complex infections,8
HP:0005110,Atrial fibrillation,8
HP:0000414,Bulbous nose,8
HP:0006491,Abnormality of the tibial metaphysis,8
HP:0007588,Reticular hyperpigmentation,8
HP:0032212,Increased urinary squamous epithelial cell count,8
HP:0032098,Hypomanganesemia,8
HP:0032810,Focal sensory seizure with cephalic sensation,8
HP:0032983,Atoll sign,8
HP:0010567,Y-shaped metatarsals,8
HP:0010695,Sutural cataract,8
HP:0006121,Acral ulceration,8
HP:0010320,Abnormality of the 3rd toe,8
HP:0000387,Absent earlobe,8
HP:0003260,Hydroxyprolinemia,8
HP:0008078,Thin metatarsal cortices,8
HP:0012286,Abnormal hypothalamus morphology,8
HP:0011688,Supraventricular tachycardia with an accessory connection mediated pathway,8
HP:0011477,Upbeat nystagmus,8
HP:0002637,Cerebral ischemia,8
HP:0007201,Cerebral artery atherosclerosis,8
HP:0012422,Villous hypertrophy of choroid plexus,8
HP:0002085,Occipital encephalocele,8
HP:0008516,Abnormality of the vertebral spinous processes,8
HP:0001239,Wrist flexion contracture,8
HP:0030771,Mallet finger,8
HP:0002145,Frontotemporal dementia,8
HP:0008422,Vertebral wedging,8
HP:0100498,Deviation of toes,8
HP:0200146,Mucoid extracellular matrix accumulation,8
HP:0025061,Unifocal splenic abscess,8
HP:0010689,Mirror image polydactyly,8
HP:0012748,Focal T2 hyperintense brainstem lesion,8
HP:0010054,Abnormality of the first metatarsal bone,8
HP:0004634,Cuboid-shaped vertebral bodies,8
HP:0006400,Absent knee epiphyses,8
HP:0010854,EEG with generalized low amplitude activity,8
HP:0002850,Decreased circulating total IgM,8
HP:0001041,Facial erythema,8
HP:0008652,Autonomic erectile dysfunction,8
HP:0020218,Focal aware atonic seizure,8
HP:0004713,Reversible renal failure,8
HP:0009594,Retinal hamartoma,8
HP:0032582,Renal interstitial foam cells,8
HP:0001853,Bifid distal phalanx of toe,8
HP:0007402,Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines,8
HP:0008410,Subungual hyperkeratotic fragments,8
HP:0041116,Fractured left clavicle,8
HP:0000262,Turricephaly,8
HP:0006684,Ventricular preexcitation with multiple accessory pathways,8
HP:0008133,Distal tapering of metatarsals,8
HP:0010896,Hypersarcosinemia,8
HP:0003089,Hamstring contractures,8
HP:0032687,Focal cognitive seizure with memory impairment,8
HP:0011352,Severe receptive language delay,8
HP:0025014,Subcutaneous spheroids,8
HP:0100557,Hemiatrophy of lower limb,8
HP:0003729,Enteroviral dermatomyositis syndrome,8
HP:0031007,Orofacial action-specific dystonia induced by speech,8
HP:0012811,Wide nasal ridge,8
HP:0025130,Decreased small intestinal mucosa lactase level,8
HP:0006432,Trapezoidal distal femoral condyles,8
HP:0006894,Hypoplastic olfactory lobes,8
HP:0005274,Prominent nasal tip,8
HP:0030620,Inner retinal layer loss on macular OCT,8
HP:0011172,Complex febrile seizure,8
HP:0200117,Recurrent upper and lower respiratory tract infections,8
HP:0011464,Aganglionosis of the small intestine,8
HP:0011687,AV nodal tachycardia,8
HP:0002570,Steatorrhea,8
HP:0010305,Absence of the sacrum,8
HP:0008414,Lumbar kyphosis in infancy,8
HP:0001362,Calvarial skull defect,8
HP:0032097,Hypermanganesemia,8
HP:0010992,Stress urinary incontinence,8
HP:0012807,High insertion of columella,8
HP:0031011,Fatty streak,8
HP:0006094,Finger joint hypermobility,8
HP:0009590,Unilateral vestibular Schwannoma,8
HP:0410152,Eosinophilic microabscess formation in the esophagus,8
HP:0032766,Focal autonomic seizure with hypoventilation/hyperventilation/altered respiration,8
HP:0004188,Abnormal 4th finger morphology,8
HP:0002406,Limb dysmetria,8
HP:0004975,Erlenmeyer flask deformity of the femurs,8
HP:0025569,Polypoidal choroidal vasculopathy,8
HP:0006579,Prolonged neonatal jaundice,8
HP:0100813,Testicular torsion,8
HP:0000463,Anteverted nares,8
HP:0002054,Heavy supraorbital ridges,8
HP:0500149,Hyperglutamatemia,8
HP:0033087,Quotidian fever,8
HP:0100747,Macrodactyly of toe,8
HP:0500207,Decreased CSF lysine concentration,8
HP:0041147,Fractured epiphysis,8
HP:0012860,Testicular fibrosis,8
HP:0100719,Lens coloboma,8
HP:0006189,Prominent interdigital folds,8
HP:0410245,Decreased circulating IgD,8
HP:0030517,Heteronymous hemianopia,8
HP:0100877,Renal diverticulum,8
HP:0005815,Supernumerary ribs,8
HP:0030183,Impaired visually enhanced vestibulo-ocular reflex,8
HP:0003086,Acromesomelia,8
HP:0500224,Decreased CSF phenylalanine concentration,8
HP:0007417,Discoid lupus rash,8
HP:0030530,Arcuate scotoma,8
HP:0032213,Increased urinary renal tubular epithelial cell count,8
HP:0032729,Focal emotional seizure with pleasure,8
HP:0002528,Granulovacuolar degeneration,8
HP:0008125,Second metatarsal posteriorly placed,8
HP:0011171,Simple febrile seizure,8
HP:0000609,Optic nerve hypoplasia,8
HP:0009734,Optic nerve glioma,8
HP:0011650,Bilateral ductus arteriosus,8
HP:0007449,Confetti-like hypopigmented macules,8
HP:0032089,Aortic medial fibrosis,8
HP:0032023,Eosinophilic gallbladder infiltration,8
HP:0031012,Thin-cap fibroatheroma,8
HP:0410151,Eosinophilic infiltration of the esophagus,8
HP:0012193,Anaplastic large-cell lymphoma,8
HP:0006268,Fluctuating splenomegaly,8
HP:0006274,Reduced pancreatic beta cells,8
HP:0100676,Vaginal lymphocele,8
HP:0011699,Atrial reentry tachycardia,8
HP:0004960,Absent pulmonary artery,8
HP:0008297,Transient hyperphenylalaninemia,8
HP:0005432,Transient hypogammaglobulinemia of infancy,8
HP:0002925,Increased thyroid-stimulating hormone level,8
HP:0000947,Dumbbell-shaped long bone,8
HP:0010663,Abnormality of thalamus morphology,8
HP:0031947,Tongue tremor,8
HP:0009702,Carpal synostosis,8
HP:0012489,Suprasellar arachnoid cyst,8
HP:0030611,Retinal pigment epithelial loss on macular OCT,8
HP:0032696,Focal cognitive seizure with receptive dysphasia/aphasia,8
HP:0000919,Abnormality of the costochondral junction,8
HP:0012606,Renal sodium wasting,8
HP:0005579,Impaired reabsorption of chloride,8
HP:0007599,Generalized reticulate brown pigmentation,8
HP:0008399,Circumungual hyperkeratosis,8
HP:0001285,Spastic tetraparesis,8
HP:0040010,Small posterior fossa,8
HP:0012784,Perinephritis,8
HP:0012214,Increased glomerular filtration rate,8
HP:0010635,Partial hyposmia,8
HP:0041085,Compression-fractured vertebra,8
HP:0011159,Focal autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena,8
HP:0025062,Geophagia,8
HP:0008755,Laryngotracheomalacia,8
HP:0040130,Abnormal serum iron concentration,8
HP:0032086,Aortic smooth muscle cell nuclei loss,8
HP:0010533,Spasmus nutans,8
HP:0032159,Fungal meningitis,8
HP:0032726,Focal impaired awareness hyperkinetic seizure,8
HP:0033054,Myoclonic tremor,8
HP:0000024,Prostatitis,8
HP:0031606,Retinal cotton wool spot,8
HP:0012555,Absent nail of hallux,8
HP:0005871,Metaphyseal chondrodysplasia,8
HP:0000104,Renal agenesis,8
HP:0008437,Bifid thoracic vertebrae,8
HP:0007272,Progressive psychomotor deterioration,8
HP:0025173,Nodular septal thickening on pulmonary HRCT,8
HP:0010565,Aplasia/Hypoplasia of the Epiglottis,8
HP:0002663,Delayed epiphyseal ossification,8
HP:0001042,High axial triradius,8
HP:0500212,Increased CSF threonine concentration,8
HP:0010308,Asternia,8
HP:0000385,Small earlobe,8
HP:0004964,Pulmonary arterial medial hypertrophy,8
HP:0032699,Focal cognitive seizure with dysgraphia/agraphia,8
HP:0005890,Hyperostosis cranialis interna,8
HP:0011424,Increased serum zinc,8
HP:0200022,Choroid plexus papilloma,8
HP:0040275,Adenocarcinoma of the large intestine,8
HP:0006270,Hypoplastic spleen,8
HP:0012167,Hair-pulling,8
HP:0410371,Increased hepatitis C virus antibody level,8
HP:0002251,Aganglionic megacolon,8
HP:0008643,Nephroblastomatosis,8
HP:0011023,Abnormal circulating prostaglandin circulation,8
HP:0007596,Painful subcutaneous lipomas,8
HP:0012609,Hypomagnesiuria,8
HP:0011351,Moderate receptive language delay,8
HP:0500134,Hypertryptophanemia,8
HP:0011213,EEG with photoparoxysmal response grade III,8
HP:0031745,Superior rectus muscle overaction,8
HP:0500220,Increased CSF tyrosine concentration,8
HP:0030534,Abnormal best corrected visual acuity test,8
HP:0045001,Abnormal ossification of the trapezium,9
HP:0008134,Irregular tarsal ossification,9
HP:0009085,Alveolar ridge overgrowth,9
HP:0100822,Rectocele,9
HP:0032748,Focal impaired awareness emotional seizure with anger,9
HP:0007542,Absent pigmentation of the ventral chest,9
HP:0030623,Intraretinal hyporeflective spaces on macular OCT,9
HP:0032757,Focal aware hemiclonic seizure,9
HP:0032864,Focal aware sensory seizure with auditory features,9
HP:0032878,Focal impaired awareness sensory seizure with cephalic sensation,9
HP:0006459,Dorsal subluxation of ulna,9
HP:0006067,Multiple carpal ossification centers,9
HP:0007647,Congenital extraocular muscle anomaly,9
HP:0032078,Angel-shaped phalanx,9
HP:0030767,Epignathus,9
HP:0006202,Osteolysis of scaphoids,9
HP:0032339,Polyclonal elevation of circulating IgE,9
HP:0010790,Hyoplasia of the Leydig cells,9
HP:0004633,Lower thoracic kyphosis,9
HP:0030570,Pinhole visual acuity 0.2 LogMAR,9
HP:0004761,Post-angioplasty coronary artery restenosis,9
HP:0005588,Patchy palmoplantar keratoderma,9
HP:0011955,Hepatic granulomatosis,9
HP:0007465,Honeycomb palmoplantar keratoderma,9
HP:0006471,Fixed elbow flexion,9
HP:0003916,Normal-density transverse humeral bands,9
HP:3000058,Abnormality of inferior rectus extraocular muscle,9
HP:0009774,Triangular shaped phalanges of the hand,9
HP:0010454,Acetabular spurs,9
HP:0009768,Broad phalanges of the hand,9
HP:0004692,4-5 toe syndactyly,9
HP:0006234,Osteolysis involving tarsal bones,9
HP:0010288,Abnormality of the sublingual glands,9
HP:0000205,Pursed lips,9
HP:0011558,Double inlet to single ventricle with common atrioventricular orifice,9
HP:0000897,Rachitic rosary,9
HP:0030638,Congenital stationary night blindness with normal fundus,9
HP:0012464,Decreased transferrin saturation,9
HP:0005178,Complete heart block with narrow QRS complexes,9
HP:0003875,Humeral lytic defects,9
HP:0004563,Increased spinal bone density,9
HP:0031172,Sectoral retinitis pigmentosa,9
HP:0005160,Total anomalous pulmonary venous return,9
HP:0010620,Malar prominence,9
HP:0100014,Epiretinal membrane,9
HP:0410136,Aquagenic urticaria,9
HP:0032558,Absent sperm flagella,9
HP:0003609,Foam cells with lamellar inclusion bodies,9
HP:0040191,Rectus femoris muscle atrophy,9
HP:0012205,Globozoospermia,9
HP:0009770,Curved phalanges of the hand,9
HP:0000063,Fused labia minora,9
HP:0032642,Renal interstitial necrotizing granulomas,9
HP:0032131,Cervical dysplasia,9
HP:0030574,Pinhole visual acuity 0.6 LogMAR,9
HP:0030568,Best corrected visual acuity 3.0 LogMAR,9
HP:0003167,Carnosinuria,9
HP:0040263,Jaw ankylosis,9
HP:0003298,Spina bifida occulta,9
HP:0005787,Lumbar platyspondyly,9
HP:0005831,Type B brachydactyly,9
HP:0011078,Abnormality of canine,9
HP:0011757,Posterior pituitary hypoplasia,9
HP:0008014,Central fundal arteriolar microaneurysms,9
HP:0010183,Abnormality of the middle phalanges of the toes,9
HP:0410229,Increased anti-gluten IgE antibody level,9
HP:0009791,Bifid sacrum,9
HP:0005273,Absent nasal septal cartilage,9
HP:0007425,Hyperextensible skin of face,9
HP:0005403,Decrease in T cell count,9
HP:0008583,Underfolded superior helices,9
HP:0000376,Incomplete partition of the cochlea type II,9
HP:0008117,Shortening of the talar neck,9
HP:0032745,Focal aware emotional seizure with laughing,9
HP:0031420,Small yellow foveal lesion with surrounding gray zone,9
HP:0032916,Focal aware verbal automatism seizure,9
HP:0008095,Osteolysis of talus,9
HP:0025437,Macrocephalic sperm head,9
HP:0002949,Fused cervical vertebrae,9
HP:0005626,Posterior fusion of lumbosacral vertebrae,9
HP:0032132,Decreased circulating total IgG,9
HP:0010664,Fusion of the left and right thalami,9
HP:0001991,Aplasia/Hypoplasia of toe,9
HP:0030991,Sclerosing cholangitis,9
HP:0006160,Irregular metacarpals,9
HP:0012194,Episodic hemiplegia,9
HP:0012696,Abnormal thalamic MRI signal intensity,9
HP:0500077,Alternating hyperphoria,9
HP:0032784,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole,9
HP:0003864,Bifid humerus,9
HP:0031086,Ectopic ovary,9
HP:0011210,EEG with occipital slowing,9
HP:0031118,Single raphe bicuspid aortic valve,9
HP:0031726,Incyclotropia,9
HP:0010715,2-5 toe syndactyly,9
HP:0010285,Oral synechia,9
HP:0006107,Fingerpad telangiectases,9
HP:0009119,Aplasia/Hypoplasia of the frontal sinuses,9
HP:0012726,Episodic hypokalemia,9
HP:0025125,White lesion of the oral mucosa,9
HP:0011653,Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,9
HP:0030974,Cryptozoospermia,9
HP:0005067,Proximal fibular overgrowth,9
HP:0100821,Urethrocele,9
HP:0032780,Focal impaired awareness autonomic seizure with erection,9
HP:0008341,Distal renal tubular acidosis,9
HP:0030565,Best corrected visual acuity 1.2 LogMAR,9
HP:0032947,Renal medullary interstitial inflammation,9
HP:0032919,Focal aware head nodding automatism seizure,9
HP:0010502,Fibular bowing,9
HP:0005490,Postnatal macrocephaly,9
HP:0000194,Open mouth,9
HP:0020046,Accommodative esotropia,9
HP:0003131,Cystinuria,9
HP:0004691,2-3 toe syndactyly,9
HP:0045034,Elevated urinary aminoisobutyric acid,9
HP:0004523,Long eyebrows,9
HP:0008353,Neutral hyperaminoaciduria,9
HP:0011132,Chronic furunculosis,9
HP:0000103,Polyuria,9
HP:0031089,Palatal edema,9
HP:0008821,Hypoplastic inferior ilia,9
HP:0000207,Triangular mouth,9
HP:0007818,Central heterochromia,9
