HPO_ID,Description,Depth,Remarks
HP:0031243,Decreased circulating very-low-density lipoprotein levels,8,Synonym
HP:0031635,Anomalous origin of the left common carotid artery from the brachiocephalic trunk,8,Synonym
HP:0030086,Hypolactatorachia,8,Synonym
HP:0003183,Wide symphysis of pubis,8,Synonym
HP:0032759,Focal vestibular seizure,8,Synonym
HP:0032759,Partial vestibular seizure,8,Synonym
HP:0032759,Vestibular aura,8,Synonym
HP:0030035,Struvite kidney stones,8,Synonym
HP:0001464,Absent/small shoulder muscles,8,Synonym
HP:0001464,Absent/underdeveloped shoulder muscles,8,Synonym
HP:0030464,Crossed asymmetry of pattern reversal visual evoked potentials,8,Synonym
HP:0005995,Loss of adipose tissue around the neck,8,Synonym
HP:0000157,Tongue abnormality,8,Synonym
HP:0000887,Rib flaring,8,Synonym
HP:0000887,Cupped ribs,8,Synonym
HP:0001783,Wide long bone of foot,8,Synonym
HP:0001783,Widened metatarsal shaft,8,Synonym
HP:0011530,Retinal holes,8,Synonym
HP:0007924,"Decreased visual acuity, slowly progressive",8,Synonym
HP:0007924,Slow decrease in sharpness of vision,8,Synonym
HP:0007924,Subacute deterioration of visual acuity,8,Synonym
HP:0010012,Abnormality of the 4th long bone of hand,8,Synonym
HP:0002132,Cavity within brain,8,Synonym
HP:0011664,Left ventricular non-compaction cardiomyopathy,8,Synonym
HP:0003362,Increased circulating very-low-density lipoprotein cholesterol,8,Synonym
HP:0003362,Increased circulating very-low-density lipoprotein levels,8,Synonym
HP:0003362,Increased plasma VLDL cholesterol,8,Synonym
HP:0012308,Decreased serum C9,8,Synonym
HP:0002385,Partial paralysis of legs,8,Synonym
HP:0011611,Aortic arch obstruction,8,Synonym
HP:0011611,Atretic transverse aortic arch,8,Synonym
HP:0003612,Positive FeCl3 test,8,Synonym
HP:0010820,Dacrystic seizure,8,Synonym
HP:0010820,Dacrystic seizures,8,Synonym
HP:0000887,Rib cupping,8,Synonym
HP:0030275,Abnormal scrotum position,8,Synonym
HP:0008568,Vestibular ataxia,8,Synonym
HP:0006986,Uncontrollable movement in upper arms,8,Synonym
HP:0031622,Brown syndrome,8,Synonym
HP:0030264,Webbed penis,8,Synonym
HP:0002174,"Tremor, postural",8,Synonym
HP:0100925,Increased bone density in foot bone,8,Synonym
HP:0100925,Sclerosis of bones of the feet,8,Synonym
HP:0009823,Absent bones of the upper limbs,8,Synonym
HP:0002948,Fused vertebrae,8,Synonym
HP:0002948,Fusion of vertebral bodies,8,Synonym
HP:0002948,Spinal fusion,8,Synonym
HP:0002948,Vertebral body fusion,8,Synonym
HP:0001837,Broad toe,8,Synonym
HP:0001837,Wide toe,8,Synonym
HP:0006721,Acute lymphatic leukemia,8,Synonym
HP:0006721,Acute lymphoblastic leukaemia,8,Synonym
HP:0006721,Acute lymphocytic leukemia,8,Synonym
HP:0006721,Acute lymphoid leukemia,8,Synonym
HP:0001211,Abnormality of the fingertips,8,Synonym
HP:0031610,Multiple shoulder dislocation,8,Synonym
HP:0005563,Decreased numbers of glomeruli,8,Synonym
HP:0002676,Trilobar skull shape,8,Synonym
HP:0005563,Oligonephronia,8,Synonym
HP:0002676,Trilobar cranium shape,8,Synonym
HP:0002676,Cloverleaf skull shape,8,Synonym
HP:0008180,Moderately increased serum creatine kinase,8,Synonym
HP:0009897,"Helix, crus, horizontal",8,Synonym
HP:0009897,Horizontal orientation of the crus of helix,8,Synonym
HP:0009897,Horizontal orientation of the ear crus,8,Synonym
HP:0032254,Elevated serum copper,8,Synonym
HP:0032254,Hypercupremia,8,Synonym
HP:0003717,Minimal fat below the skin,8,Synonym
HP:0012364,Decreased urinary K,8,Synonym
HP:0012364,Hypokaluria,8,Synonym
HP:0012364,Low urine potassium levels,8,Synonym
HP:0007392,Excessive wrinkled skin,8,Synonym
HP:0006257,Abnormal ankle bone maturation,8,Synonym
HP:0032994,increased pulmonary fissure count,8,Synonym
HP:0005923,Abnormality of the wide portion of the hand bone,8,Synonym
HP:0030526,Severe peripheral visual field loss,8,Synonym
HP:0001341,Olfactory lobe absence,8,Synonym
HP:0025244,Subretinal pigment epithelium haemorrhage,8,Synonym
HP:0000531,Corneal deposits,8,Synonym
HP:0002676,Cloverleaf cranium shape,8,Synonym
HP:0002676,Kleeblattschaedel,8,Synonym
HP:0008180,Moderately elevated serum CPK,8,Synonym
HP:0004415,Narrowing of lung artery,8,Synonym
HP:0007328,Decreased pinprick sensation,8,Synonym
HP:0012622,Progressive renal insufficiency,8,Synonym
HP:0012622,"Renal failure, progressive",8,Synonym
HP:0012622,"Renal insufficiency, progressive",8,Synonym
HP:0011572,Membranous supravalvular mitral stenosis,8,Synonym
HP:0011572,Supravalvular mitral ring,8,Synonym
HP:0012209,Juvenile myelomonocytic leukaemia,8,Synonym
HP:0004944,Brain aneurysm,8,Synonym
HP:0004944,Cerebral aneurysm,8,Synonym
HP:0004944,Cerebral artery aneurysm,8,Synonym
HP:0004944,Intracranial aneurysm,8,Synonym
HP:0006507,Absent/small long bone in upper arm,8,Synonym
HP:0006507,Absent/underdeveloped long bone in upper arm,8,Synonym
HP:0030289,Flattended end part of thigh bone,8,Synonym
HP:0100517,Neoplasia of the urethra,8,Synonym
HP:0001719,DORV,8,Synonym
HP:0001719,Double-outlet right ventricle,8,Synonym
HP:0041213,bone proximal phalanx of digit 4,8,Synonym
HP:0005304,Underdeveloped lung veins,8,Synonym
HP:0000915,Pectus excavatum inferiorly,8,Synonym
HP:0012622,Progressive renal failure,8,Synonym
HP:0007328,Decreased pain sensation,8,Synonym
HP:0012622,Loss of renal function,8,Synonym
HP:0000904,Flaring of rib cage,8,Synonym
HP:0007328,Impaired pain sensation,8,Synonym
HP:0006737,"Pheochromocytoma, extraadrenal",8,Synonym
HP:0041237,bone patella,8,Synonym
HP:0011608,Persistent truncus arteriosus type II,8,Synonym
HP:0011608,Type 2 truncus arteriosus,8,Synonym
HP:0200053,Asymmetric leg shortening,8,Synonym
HP:0200053,Asymmetric lower limb shortness,8,Synonym
HP:0500239,High albumin levels in cerebrospinal fluid,8,Synonym
HP:0006394,Limited pronation/supination of forearm,8,Synonym
HP:0002191,"Spasticity, progressive",8,Synonym
HP:0000614,Abnormality of the nasolacrimal system,8,Synonym
HP:0031932,Left ventricle to aorta tunnel,8,Synonym
HP:0410225,Increased level of anti-drug IgE antibody,8,Synonym
HP:0000888,Horizontal ribs,8,Synonym
HP:0032971,CT halo sign,8,Synonym
HP:0007707,Lens agenesis,8,Synonym
HP:0009699,Lytic defects of hand bones,8,Synonym
HP:0011182,Epileptiform EEG discharges,8,Synonym
HP:0000904,Anterior flaring of ribs,8,Synonym
HP:0012622,Chronic kidney disease,8,Synonym
HP:0008180,Moderately elevated serum CK,8,Synonym
HP:0008180,Mildly increased serum creatine kinase,8,Synonym
HP:0008180,Mildly increased creatine kinase,8,Synonym
HP:0006628,Absent sternal mineralization,8,Synonym
HP:0006628,Lack of sternal ossification,8,Synonym
HP:0012637,Kidney Ca wasting,8,Synonym
HP:0012637,Kidney Ca2+ wasting,8,Synonym
HP:0012637,Kidney calcium wasting,8,Synonym
HP:0012637,Renal Ca wasting,8,Synonym
HP:0012637,Renal Ca2+ wasting,8,Synonym
HP:0002286,Blond hair,8,Synonym
HP:0002286,Fair hair,8,Synonym
HP:0002286,Fair hair color,8,Synonym
HP:0002286,Flaxen hair color,8,Synonym
HP:0002286,Light colored hair,8,Synonym
HP:0002286,Sandy hair color,8,Synonym
HP:0002286,Straw colored hair,8,Synonym
HP:0002286,Towhead (hair color),8,Synonym
HP:0004112,Central nasal groove,8,Synonym
HP:0004112,Midline nasal groove,8,Synonym
HP:0000791,Uric acid stones,8,Synonym
HP:0000791,Uric acid urolithiasis,8,Synonym
HP:0006628,Absent bone maturation in sternum,8,Synonym
HP:0032717,Focal motor impaired awareness seizure with dystonia,8,Synonym
HP:0012725,"Syndactyly, cutaneous",8,Synonym
HP:0032556,Bluish lips,8,Synonym
HP:0012885,Accessory fallopian tube,8,Synonym
HP:0011701,Chaotic atrial tachycardia,8,Synonym
HP:0011701,Ectopic atrial tachycardia,8,Synonym
HP:0031242,Decreased circulating chylomicron levels,8,Synonym
HP:0031242,Hypochylomicronemia,8,Synonym
HP:0100574,Neoplasia of the biliary tract,8,Synonym
HP:0004490,Enlargement of calvarial bones,8,Synonym
HP:0004490,Excessive growth of calvarial bones,8,Synonym
HP:0004490,Hyperostosis of calvarial bones,8,Synonym
HP:0004490,Hypertrophy of calvarial bones,8,Synonym
HP:0004490,Increased ossification of calvarial bones,8,Synonym
HP:0004490,Overgrowth of calvarial bones,8,Synonym
HP:0004490,Overgrowth of skullcap,8,Synonym
HP:0004490,Thick calvarial bones,8,Synonym
HP:0000567,Birth defect that causes a hole in the innermost layer at the back of the eye,8,Synonym
HP:0000567,Choroid coloboma,8,Synonym
HP:0000567,Choroidal coloboma,8,Synonym
HP:0000567,Choroidoretinal coloboma,8,Synonym
HP:0000567,Coloboma of choroid,8,Synonym
HP:0012725,Cutaneous syndactyly of digits,8,Synonym
HP:0041214,bone proximal phalanx of digit 5,8,Synonym
HP:0000085,Fused kidneys,8,Synonym
HP:0000085,Horseshoe kidney,8,Synonym
HP:0000885,Wide ribs,8,Synonym
HP:0031885,Increased CSF glucose,8,Synonym
HP:0041222,bone fibula,8,Synonym
HP:0041222,Broken fibula,8,Synonym
HP:0041222,Fibula fracture,8,Synonym
HP:0041222,Fracture of the fibula,8,Synonym
HP:0002414,Split spine,8,Synonym
HP:0007603,Freckles in sun-exposed areas,8,Synonym
HP:0011972,Decreased CSF glucose,8,Synonym
HP:0011972,Low glucose levels in cerebral spinal fluid,8,Synonym
HP:0041167,bone cervical vertebra,8,Synonym
HP:0001022,Achromasia,8,Synonym
HP:0001022,Albinism,8,Synonym
HP:0001408,Proliferation of bile canaliculi,8,Synonym
HP:0008180,Mildly elevated CPK,8,Synonym
HP:0008180,Mildly elevated creatine phosphokinase,8,Synonym
HP:0008180,Mildly elevated serum CK,8,Synonym
HP:0008180,Mildly elevated serum CPK,8,Synonym
HP:0008180,Mildly elevated serum phospho-CK,8,Synonym
HP:0000885,Broad ribs,8,Synonym
HP:0011338,Unusual mouth shape,8,Synonym
HP:0011338,Anomaly of mouth shape,8,Synonym
HP:0011338,Abnormality of mouth shape,8,Synonym
HP:0000085,Horseshoe kidneys,8,Synonym
HP:0001342,Bleeding in brain,8,Synonym
HP:0001342,Cerebral haemorrhage,8,Synonym
HP:0001342,Hemorrhagic stroke,8,Synonym
HP:0001342,Intracerebral hemorrhage,8,Synonym
HP:0001636,Tetrology of fallot,8,Synonym
HP:0001134,"Polar cataract, anterior",8,Synonym
HP:0012791,Abnormal maturation of long bone in upper arm,8,Synonym
HP:0100638,Neoplasia of the pharynx,8,Synonym
HP:0032615,MRI diffusion abnormality of the cerebrum,8,Synonym
HP:0100638,Pharyngeal neoplasm,8,Synonym
HP:0010286,Abnormality of the salivary glands,8,Synonym
HP:0010286,Salivary gland disease,8,Synonym
HP:0000451,Triangular nasal tip,8,Synonym
HP:0000451,Triangular shaped tip of nose,8,Synonym
HP:0025236,Sleep walking,8,Synonym
HP:0010945,Fetal renal pelvic dilatation,8,Synonym
HP:0010945,Foetal pyelectasis,8,Synonym
HP:0010945,Mild fetal hydronephrosis,8,Synonym
HP:0040314,Blind-ended vagina,8,Synonym
HP:0100638,Tumor of the pharynx,8,Synonym
HP:0032615,Diffusion weighted magnetic resonance imaging (DWI) abnormality,8,Synonym
HP:0032615,Diffusion weighted imaging (DWI) abnormality,8,Synonym
HP:0006180,Crowded wrist bones,8,Synonym
HP:0030074,Chemodectomas,8,Synonym
HP:0002491,Increased stiffness of facial muscles,8,Synonym
HP:0002491,Increased tone of facial muscles,8,Synonym
HP:0002491,Spasticity of the facial muscles,8,Synonym
HP:0011924,Respiratory complex III deficiency,8,Synonym
HP:0000938,Generalized osteopenia,8,Synonym
HP:0032858,Focal motor impaired awareness seizure with negative myoclonus,8,Synonym
HP:0001449,Duplication of long bones of foot,8,Synonym
HP:0012597,Severly high blood protein levels,8,Synonym
HP:0000563,Bulging cornea,8,Synonym
HP:0000563,Conical cornea,8,Synonym
HP:0001682,Narrowing of blood vessel below aortic heart valve,8,Synonym
HP:0001682,Subaortic stenosis,8,Synonym
HP:0410344,Presence of terminal O-fucose glycans on properdin,8,Synonym
HP:0100258,"Polydactyly, preaxial",8,Synonym
HP:0010161,Abnormality of the long bones of the toes,8,Synonym
HP:0500187,High valine levels in cerebrospinal fluid,8,Synonym
HP:0025154,Collateral biliary circulation,8,Synonym
HP:0025154,Collateral biliary veins,8,Synonym
HP:0030417,Vulval squamous cell carcinoma,8,Synonym
HP:0011520,Deuteranomoly,8,Synonym
HP:0003300,Ovoid-shaped vertebral bodies,8,Synonym
HP:0003300,Oval vertebral bodies,8,Synonym
HP:0200150,"Increased serum bile acid concentration during pregnancy, resolves",8,Synonym
HP:0030473,Abnormal light-adapted 30Hz flicker electroretinogram,8,Synonym
HP:0030473,Abnormal light-adapted 30Hz flicker ERG,8,Synonym
HP:0030473,Abnormal light-adapted flicker electroretinogram,8,Synonym
HP:0030473,Abnormal light-adapted flicker ERG,8,Synonym
HP:0040154,Hidradenitis suppurativa,8,Synonym
HP:0040154,Pyoderma fistulans significa,8,Synonym
HP:0040154,Smoker's boils,8,Synonym
HP:0040154,Verneuil's disease,8,Synonym
HP:0001874,Abnormality of neutrophil,8,Synonym
HP:0001874,Abnormality of neutrophils,8,Synonym
HP:0001874,Abnormality of polymorphonuclear neutrophils,8,Synonym
HP:0032713,Focal motor impaired awareness seizure with version,8,Synonym
HP:0010655,Epiphyseal punctate calcifications,8,Synonym
HP:0010655,Speckled calcifications in end part of bone,8,Synonym
HP:0010655,Stippled epiphyses,8,Synonym
HP:0010655,Stippling of the epiphyses,8,Synonym
HP:0030868,Monorchidism,8,Synonym
HP:0003300,Bullet vertebral body,8,Synonym
HP:0003300,Ovoid vertebrae,8,Synonym
HP:0000882,Small shoulder blade,8,Synonym
HP:0011520,Green-weak,8,Synonym
HP:0430023,Abnormality of the maxillary antrum,8,Synonym
HP:0010834,Trophic changes,8,Synonym
HP:0008141,Dislocation of toes,8,Synonym
HP:0030290,Absence of sacrum ossification,8,Synonym
HP:0011575,Unopened tricuspid valve,8,Synonym
HP:0031143,Hypoechogenic liver,8,Synonym
HP:0005927,Absent/small hand bones,8,Synonym
HP:0005927,Absent/underdeveloped hand bones,8,Synonym
HP:0005927,Hypoplasia/absence of hand bones,8,Synonym
HP:0000762,Decreased NCV,8,Synonym
HP:0000762,Decreased nerve conduction velocities,8,Synonym
HP:0000762,Delayed nerve conduction velocity,8,Synonym
HP:0000762,Reduced nerve conduction velocities,8,Synonym
HP:0000762,Slow nerve conduction velocity,8,Synonym
HP:0000762,Slowed nerve conduction velocities,8,Synonym
HP:0033046,Malakoplakia,8,Synonym
HP:0030028,Absent cartilage of nose,8,Synonym
HP:0030028,Absent nasal cartilage,8,Synonym
HP:0030028,Agenesis of cartilage of nose,8,Synonym
HP:0030028,Agenesis of nasal cartilage,8,Synonym
HP:0002198,Enlarged fourth ventricle,8,Synonym
HP:0430023,Abnormality of the antrum of Highmore,8,Synonym
HP:0005479,IgE deficiency,8,Synonym
HP:0007395,Postnatal-onset ichthyosis,8,Synonym
HP:0430023,Abnormality of the upper jaw sinus,8,Synonym
HP:0000248,Broad cranium shape,8,Synonym
HP:0000248,Broad head shape,8,Synonym
HP:0000248,Broad skull shape,8,Synonym
HP:0000248,Short and broad skull,8,Synonym
HP:0000248,Wide cranium shape,8,Synonym
HP:0000248,Wide head shape,8,Synonym
HP:0000248,Wide skull shape,8,Synonym
HP:0008738,Partially duplicated kidney,8,Synonym
HP:0008998,Hypoplastic pectoral muscle,8,Synonym
HP:0008998,Small pec muscle,8,Synonym
HP:0008998,Underdeveloped pec muscle,8,Synonym
HP:0003139,Panypogammaglobulinemia,8,Synonym
HP:0410214,High cord blood carbon dioxide level,8,Synonym
HP:0100600,Prepenile scrotum,8,Synonym
HP:0000081,Double collecting system,8,Synonym
HP:0000081,Double urinary collecting systems on intravenous pyelography,8,Synonym
HP:0000081,Duplex collecting system,8,Synonym
HP:0000081,Duplicated renal collecting system,8,Synonym
HP:0005479,Decreased IgE,8,Synonym
HP:0000882,Small scapulae,8,Synonym
HP:0000882,Small scapula,8,Synonym
HP:0000882,Short scapulae,8,Synonym
HP:0011382,Small semicircular canal,8,Synonym
HP:0010845,EEG with generalised slow activity,8,Synonym
HP:0010845,EEG: generalised slow activity,8,Synonym
HP:0010845,EEG: generalized slow activity,8,Synonym
HP:0000164,Abnormal dentition,8,Synonym
HP:0000164,Abnormal teeth,8,Synonym
HP:0000164,Abnormality of the teeth,8,Synonym
HP:0000164,Dental abnormalities,8,Synonym
HP:0000164,Dental abnormality,8,Synonym
HP:0000164,Dental anomalies,8,Synonym
HP:0000164,Dental problem,8,Synonym
HP:0000164,Dental problems,8,Synonym
HP:0000164,Tooth abnormalities,8,Synonym
HP:0001829,Duplication of bones of the toes,8,Synonym
HP:0001829,Polydactyly of feet,8,Synonym
HP:0001829,Polydactyly of the foot,8,Synonym
HP:0031164,Growth resumption lines,8,Synonym
HP:0031164,Harris lines,8,Synonym
HP:0030883,Femoral acetabular impingement,8,Synonym
HP:0011382,Hypoplasia of the semicircular canals,8,Synonym
HP:0006770,Nonpapillary renal cell carcinoma,8,Synonym
HP:0030029,Spreading of the fingers,8,Synonym
HP:0009737,Iris hamartomas,8,Synonym
HP:0002720,IgA deficiency,8,Synonym
HP:0002720,Low levels of immunoglobulin A,8,Synonym
HP:0002720,Reduced IgA levels,8,Synonym
HP:0003233,Decreased circulating high-density lipoprotein cholesterol,8,Synonym
HP:0003233,Decreased circulating high-density lipoprotein levels,8,Synonym
HP:0003233,Decreased HDL cholesterol,8,Synonym
HP:0003233,Hypoalphalipoproteinemia,8,Synonym
HP:0003233,Low HDL-cholesterol,8,Synonym
HP:0040137,Comedogenic acne,8,Synonym
HP:0011979,Elevated urinary dopamine,8,Synonym
HP:0007414,Wrinkled skin of hands and feet in newborn,8,Synonym
HP:0500227,High serine levels in cerebrospinal fluid,8,Synonym
HP:0002154,Elevated blood glycine levels,8,Synonym
HP:0002154,Hyperglycinaemia,8,Synonym
HP:0000246,Sinus disease,8,Synonym
HP:0000246,Sinus infection,8,Synonym
HP:0000246,Sinus inflammation,8,Synonym
HP:0003228,High blood sodium levels,8,Synonym
HP:0008736,Underdeveloped penis,8,Synonym
HP:0030029,Splayed fingers,8,Synonym
HP:0010846,EEG: persistent abnormal rhythmic activity,8,Synonym
HP:0007240,"Gait ataxia, progressive",8,Synonym
HP:0005253,Increased anterioposterior diameter of chest,8,Synonym
HP:0011564,Hammock mitral valve,8,Synonym
HP:0006532,Multiple pulmonary infections,8,Synonym
HP:0006532,"Pneumonia, recurrent",8,Synonym
HP:0006532,"Pneumonia, recurrent episodes",8,Synonym
HP:0006532,Pulmonary infection,8,Synonym
HP:0006532,Pulmonary infections,8,Synonym
HP:0006532,"pulmonary infections, recurrent",8,Synonym
HP:0006532,Recurrent pneumonia,8,Synonym
HP:0006532,Recurrent pulmonary infections,8,Synonym
HP:0003907,Abnormality of the wide portion of the long bone in upper arm,8,Synonym
HP:0003855,Spurred wide portion of upper limb bone,8,Synonym
HP:0500150,Decreased blood glutamate concentrations,8,Synonym
HP:0500150,Low blood glutamate levels,8,Synonym
HP:0005531,Acute biphenotypic leukaemia,8,Synonym
HP:0005531,Biphenotypic acute leukaemia,8,Synonym
HP:0005531,Myeloid/lymphoid leukemia,8,Synonym
HP:0032507,"Fasciculations, labiomental",8,Synonym
HP:0000882,Hypoplastic scapula,8,Synonym
HP:0000882,Scapular hypoplasia,8,Synonym
HP:0031923,Haematocolpos,8,Synonym
HP:0000798,Low sperm count,8,Synonym
HP:0011560,Mitral valve atresia,8,Synonym
HP:0410221,Increased level of anti-animal protein IgE antibody,8,Synonym
HP:0030070,Central primitive neuroectodermal tumour,8,Synonym
HP:0004097,Atypical position of finger,8,Synonym
HP:0004097,Deviated fingers,8,Synonym
HP:0004097,Finger pointing in a different direction than usual,8,Synonym
HP:0030870,Abnormality of apophyseal joint,8,Synonym
HP:0030870,Abnormality of Z-joint,8,Synonym
HP:0030870,Abnormality of zygapophyseal joint,8,Synonym
HP:0030870,Abnormality of zygapophysial joint,8,Synonym
HP:0002942,Accentuated thoracic kyphosis,8,Synonym
HP:0030028,Failure of development of cartilage of nose,8,Synonym
HP:0002942,Exaggerated thoracic kyphosis,8,Synonym
HP:0006500,Abnormality involving the epiphyses of the lower limbs,8,Synonym
HP:0010470,Extra testes,8,Synonym
HP:0010470,Polyorchidism,8,Synonym
HP:0007502,Hyperkeratosis follicularis,8,Synonym
HP:0500154,Decreased blood alanine concentration,8,Synonym
HP:0500154,Low blood alanine levels,8,Synonym
HP:0410011,Abnormality of muscles of mastication,8,Synonym
HP:0041163,bone manual digit,8,Synonym
HP:0032564,Inflammation of the ileum,8,Synonym
HP:0006500,Abnormal shape of end part of lower limb end bone,8,Synonym
HP:0007083,Brisk knee jerk,8,Synonym
HP:0030028,Failure of development of nasal cartilage,8,Synonym
HP:0030028,Missing nasal cartilage,8,Synonym
HP:0000457,Flat dorsum of nose,8,Synonym
HP:0000457,Flat nasal dorsum,8,Synonym
HP:0000457,Flat nose,8,Synonym
HP:0000457,Recessed dorsum of nose,8,Synonym
HP:0000457,Recessed nasal dorsum,8,Synonym
HP:0000457,Recessed nasal ridge,8,Synonym
HP:0000457,Retruded dorsum of nose,8,Synonym
HP:0000457,Retruded nasal dorsum,8,Synonym
HP:0000457,Retruded nasal ridge,8,Synonym
HP:0000869,Previous menstrual periods stop,8,Synonym
HP:0032466,Aplastic olfactory bulb,8,Synonym
HP:0032466,Olfactory bulb aplasia,8,Synonym
HP:0500144,Decreased blood isoleucine concentration,8,Synonym
HP:0500144,Low blood isoleucine levels,8,Synonym
HP:0009554,"Hair displacement, preauricular, towards lateral cheekbone",8,Synonym
HP:0009554,Hair growing down to cheek,8,Synonym
HP:0009554,Projection of scalp hair onto lateral cheek,8,Synonym
HP:0000510,Retinitis pigmentosa,8,Synonym
HP:0000510,Rod cone dystrophy,8,Synonym
HP:0000457,Depressed nasal dorsum,8,Synonym
HP:0031302,Lower extremity peripheral artery calcification,8,Synonym
HP:0000457,Depressed dorsum of nose,8,Synonym
HP:0007556,Plantar hyperkeratoses,8,Synonym
HP:0100762,Haemobilia,8,Synonym
HP:0032084,Aortic elastic fibre thinning,8,Synonym
HP:0001107,Absent pigmentation in the eye,8,Synonym
HP:0001107,"Albinism, Ocular",8,Synonym
HP:0031026,Schneckenbecken dysplasia,8,Synonym
HP:0031026,Snail-like pelvis,8,Synonym
HP:0031026,Snail-shaped ilia,8,Synonym
HP:0007843,Narrowing of blood vessels in back of eye,8,Synonym
HP:0041073,bone thoracic vertebra,8,Synonym
HP:0025300,Butterfly rash,8,Synonym
HP:0025300,Cheekbone rash,8,Synonym
HP:0003848,Cupped wide portion of the upper limb bone,8,Synonym
HP:0010815,Naevus sebaceous,8,Synonym
HP:0010815,Organoid nevus,8,Synonym
HP:0010815,Sebaceous mole,8,Synonym
HP:0010815,Sebaceous naevus,8,Synonym
HP:0010815,Sebaceous nevus,8,Synonym
HP:0007503,Generalised ichthyosis,8,Synonym
HP:0002742,"Klebsiella infections, recurrent",8,Synonym
HP:0011328,Anomaly of the fontanelles,8,Synonym
HP:0004264,Decreased carpal joint angles,8,Synonym
HP:0410223,Increased level of anti-dust mite IgE antibody,8,Synonym
HP:0045043,Complement component 4A deficiency,8,Synonym
HP:0006638,Missing middle part of collarbone,8,Synonym
HP:0500140,Decreased hydroxyproline in the blood,8,Synonym
HP:0500140,Low level of hydroxyproline in the blood,8,Synonym
HP:0002680,Hour glass shaped hypophysial fossa,8,Synonym
HP:0002680,Hour glass shaped pituitary fossa,8,Synonym
HP:0002680,Hour glass shaped sella turcica,8,Synonym
HP:0002680,J-shaped hypophysial fossa,8,Synonym
HP:0002680,J-shaped pituitary fossa,8,Synonym
HP:0002680,J-shaped sella,8,Synonym
HP:0002680,Omega shaped hypophysial fossa,8,Synonym
HP:0002680,Omega shaped pituitary fossa,8,Synonym
HP:0002680,Omega shaped sella turcica,8,Synonym
HP:0009473,Contractures involving the hands,8,Synonym
HP:0009473,Contractures of the hands,8,Synonym
HP:0005925,Abnormalities of shaft of long bone of the hand,8,Synonym
HP:0010890,Osgood Schlatter disease,8,Synonym
HP:0011466,Absent/small gallbladder,8,Synonym
HP:0011466,Absent/underdeveloped gallbladder,8,Synonym
HP:0002138,Subarachnoid haemorrhage,8,Synonym
HP:0030683,Vulvovaginitis,8,Synonym
HP:0045043,C4a deficiency,8,Synonym
HP:0009105,Abnormal maturation of the pubic bone,8,Synonym
HP:0410133,CSU,8,Synonym
HP:0000066,Hypoplastic labia,8,Synonym
HP:0000066,Underdeveloped labia,8,Synonym
HP:0010871,Afferent ataxia,8,Synonym
HP:0010871,"Ataxia, sensory",8,Synonym
HP:0010871,Spinal ataxia,8,Synonym
HP:0003884,Triangular long bone of upper arm,8,Synonym
HP:0430022,Abnormality of the sphenoidal sinus,8,Synonym
HP:0004688,Abnormal shape of ankle bones,8,Synonym
HP:0032857,Focal motor aware seizure with negative myoclonus,8,Synonym
HP:0007994,Kalnienk vision,8,Synonym
HP:0007994,Loss of peripheral vision,8,Synonym
HP:0007994,Tunnel vision,8,Synonym
HP:0001355,Enlarged brain,8,Synonym
HP:0001355,Macrencephaly,8,Synonym
HP:0006406,Club-shaped innermost end of thighbone,8,Synonym
HP:0006591,Aplasia of the glenoid fossa,8,Synonym
HP:0004566,Pear-shaped vertebral bodies,8,Synonym
HP:0410133,Chronic spontaneous urticaria,8,Synonym
HP:0410133,CIU,8,Synonym
HP:0010952,Mild foetal ventriculomegaly,8,Synonym
HP:0005928,Bone fusion involving the calf bones,8,Synonym
HP:0500136,Low blood threonine concentration,8,Synonym
HP:0500136,Decreased threonine blood levels,8,Synonym
HP:0001357,Asymmetry of the posterior head,8,Synonym
HP:0001357,Asymmetry of the posterior skull,8,Synonym
HP:0001357,Deformational plagiocephaly,8,Synonym
HP:0001357,Flat head,8,Synonym
HP:0001357,Flat head syndrome,8,Synonym
HP:0001357,Flattening of cranial vault,8,Synonym
HP:0001357,Flattening of cranium,8,Synonym
HP:0001357,Flattening of head,8,Synonym
HP:0001357,Flattening of skull,8,Synonym
HP:0001357,Positional plagiocephaly,8,Synonym
HP:0001357,Rhomboid shaped cranium,8,Synonym
HP:0001357,Rhomboid shaped head,8,Synonym
HP:0001357,Rhomboid shaped skull,8,Synonym
HP:0031151,VMT,8,Synonym
HP:0410012,Abnormality of the floor of mouth,8,Synonym
HP:0410012,Abnormality of the mouth floor,8,Synonym
HP:0008371,Abnormal maturation of long bone of foot,8,Synonym
HP:0008371,Abnormal ossification involving metatarsal bones,8,Synonym
HP:0031349,L-TGA,8,Synonym
HP:0001357,Asymmetry of the posterior cranium,8,Synonym
HP:0008586,Hypoplastic cochlea,8,Synonym
HP:0001065,Striae cutis distensae,8,Synonym
HP:0001065,Striae,8,Synonym
HP:0008537,Cleft at the superior portion of the ear,8,Synonym
HP:0032617,Renal interstitial haemorrhage,8,Synonym
HP:0012586,Bilateral kidney degeneration,8,Synonym
HP:0009787,Absent/small quadriceps,8,Synonym
HP:0009787,Absent/underdeveloped quadriceps,8,Synonym
HP:0011911,Abnormality of the knuckle,8,Synonym
HP:0041233,bone ilium,8,Synonym
HP:0006733,Acute megakaryocytic leukaemia,8,Synonym
HP:0006733,AMegL,8,Synonym
HP:0002161,Elevated blood lysine,8,Synonym
HP:0008301,Dermatan sulphate excretion in urine,8,Synonym
HP:0011393,Absent cranial nerve viii,8,Synonym
